Matching_ProteinAccession	S10	S1	S2	S3	S4	S5	S6	S7	S8	S9
ppa:PAS_chr2-1_0284	13.08546743439824	14.85642286892159	14.437003758961923	No Data	No Data	12.67612764309886	12.855949648549473	11.879104288624166	No Data	No Data
ppa:PAS_chr2-1_0283	15.492578879259804	16.23150172838925	16.054875702565067	15.629833506471334	15.63076425911114	16.38173898261702	16.03087892440546	15.947763107615293	15.748345811649047	15.739619732858609
ppa:PAS_chr2-1_0282	16.27440915172732	18.52816827592969	17.85374690884963	16.98787064066396	16.70890485072884	16.60524347938932	18.027721440133032	17.177094503474876	16.938307862934273	16.674855169779594
ppa:PAS_chr2-1_0281	15.210344351021703	14.961822710178774	14.93717740035416	No Data	No Data	12.712867740848466	15.82325439679093	13.891793157526235	15.139903061615058	15.457604318851567
ppa:PAS_chr2-1_0280	20.836552586427388	17.993366795918455	18.41353625582829	19.390962283930204	20.514661208062662	21.1461411935739	18.053807917642693	18.24472907606388	18.94429008532053	20.32867205149699
ppa:PAS_chr2-1_0279	14.977952235367368	13.122018766442356	15.947635154555948	15.721278313411688	14.101874391991092	15.698511165654589	14.470424041303316	15.898304949311395	14.071572181766472	14.981881580916998
ppa:PAS_chr2-1_0278	13.57231893155915	14.92334752666095	14.42672466698522	14.662328826320026	14.461915035775403	13.762553576305187	14.925814733575455	14.040550434272108	13.70960163519094	14.415215404361582
ppa:PAS_chr2-1_0277	12.927361041326614	No Data	12.452556344031096	No Data	No Data	13.787808126152528	12.78965681737902	13.16497334999981	12.68255670548042	14.05259192996036
ppa:PAS_chr2-1_0276	17.321736699898345	15.675088707542816	14.658890153944984	16.26749538175826	15.804063451580395	16.472056529467952	15.469387068309947	14.822464635779491	14.942352793434088	16.255735431656724
ppa:PAS_chr2-1_0275	16.88822030365172	16.49069556338564	16.029807206153972	16.11493661436252	16.47666537634664	16.292756365769215	16.618128820044525	16.64939971228034	16.28263217519061	16.4323244859895
ppa:PAS_chr2-1_0272	14.65430540158246	16.835363091719067	16.292263349529623	16.028687147703064	15.42815823246833	15.197750025517164	16.81590889204232	16.813918746320105	15.915674175765709	15.416838623703102
ppa:PAS_chr2-1_0269	18.890282463211	19.57598487769159	18.89494669539676	18.918284577288727	18.830435515136536	18.911771315625423	18.99788133865528	18.766848540560364	18.884299754005216	18.7904724945074
ppa:PAS_chr2-1_0267	13.041442924197574	16.23844862042973	16.081704473231397	15.80137563499971	14.887278449877174	15.210795284398838	15.4962076920883	15.655771776418476	14.362211126050106	14.997610903731372
ppa:PAS_chr2-1_0265	No Data	14.731161455557212	14.4444017408203	No Data	No Data	No Data	14.496878152301088	No Data	No Data	No Data
ppa:PAS_chr2-1_0261	No Data	16.78383294179209	16.04327248165186	No Data	No Data	No Data	16.49151893738307	16.080116656560552	14.368079444232528	15.337748331079988
ppa:PAS_chr2-1_0260	16.39731335938653	16.33108696213469	15.4455930891196	16.10845251140118	16.41388548661742	16.4511064482394	15.372780986940151	15.65289944582251	16.044070880844732	16.10976148353304
ppa:PAS_chr2-1_0256	17.77603045294543	17.784582331005765	17.369635150247916	17.008205645863917	17.242887557952837	17.539644097807397	16.75088339230812	16.955670214154694	17.110647064720418	17.402498168834803
ppa:PAS_chr2-1_0255	15.784408000937033	14.798839697021076	15.475881212533563	16.152307126733565	16.228453509062106	16.277496985886085	15.518033815807282	15.60414835626226	15.981091043737123	15.83241441883812
ppa:PAS_chr2-1_0254	18.68225599572056	18.30004793148261	18.658530429335123	19.01947331675733	18.99753062475464	18.76901838567365	18.44913856750136	18.53235164441252	18.73057285585957	18.66032554444357
ppa:PAS_chr2-1_0253	11.61968848790792	14.58511257644176	14.390112001393575	12.935596895764144	12.753880529996811	13.4760033836873	14.96388086293039	14.049562258844569	12.796205705490388	13.288800471259997
ppa:PAS_chr2-1_0251	12.760848953863558	16.388209942334438	15.761495436072344	15.185793123860444	14.901273867304493	No Data	16.20632446468089	15.991147606541247	14.839265117759288	14.307932724953243
ppa:PAS_chr2-1_0250	15.775474549944294	16.436268021791864	16.243994580675658	15.640444205093695	15.842823538077946	15.4423063472507	16.49415841984766	15.969837486290922	15.946931611268662	15.724874355268872
ppa:PAS_chr2-1_0249	18.52457256089788	17.151925148802157	20.37610935507242	19.90103130324628	18.82130356447064	18.6486483266184	17.279816288076233	19.483632276439813	19.647874597033617	18.88245806578953
ppa:PAS_chr2-1_0248	15.0437812723528	15.774513017308765	15.546126009685109	No Data	15.157413245048076	15.083137779132755	15.475659348986818	15.27877385026344	14.21793300377439	14.0254016756771
ppa:PAS_chr2-1_0247	12.455604529640102	16.095770926872202	13.776785611446645	No Data	12.827449897785762	11.210990981888337	15.588815723889486	14.923810211492691	11.502987272747042	12.916904045709384
ppa:PAS_chr2-1_0246	19.13138113337845	18.72494636164771	18.75777687096613	18.97343199430686	19.02545879013724	19.141642238431768	18.7556683723022	18.798000250942184	18.90288550464341	19.05072418287104
ppa:PAS_chr2-1_0245	15.808186979825974	17.255203804712085	17.005975185228568	15.74343546462566	15.844011403166546	15.730879206373768	17.029455743666084	16.96287677072451	15.58434862138079	15.794562022508211
ppa:PAS_chr2-1_0244	14.333045720937417	15.55395944817942	15.851174758211592	15.633805653219268	No Data	No Data	15.614840910000552	15.504119467725891	14.699729387245442	14.265589867222271
ppa:PAS_chr2-1_0820	12.315920840526308	14.789586576566988	14.305527834766526	13.732758273040194	13.521790075219824	13.541263969462678	14.084295858155214	14.085664036241951	13.189724588733672	13.287589660718842
ppa:PAS_chr2-1_0243	16.8234380906028	16.771853028857727	17.048823256873728	17.12994767994842	17.000789528255016	16.866885077746506	16.79234528425937	17.112811724297387	16.942535982037246	16.952726408356817
ppa:PAS_chr2-1_0242	15.957710414881092	16.45917368414391	15.97173043970911	15.645906856168686	15.523835905885866	16.184400644712635	16.567763130155512	16.381709414598394	15.4063916156908	16.036703690828087
ppa:PAS_chr2-1_0241	No Data	12.037673459573549	11.641649051836502	No Data	9.464402287518276	6.856281992594242	11.66816153937891	13.35259819436274	No Data	12.763055500609369
ppa:PAS_chr2-1_0240	13.220822594410366	12.945239937758291	13.46733650915304	13.331610487230709	13.296255992438038	13.491655692603782	12.524962381409017	13.486701122481367	13.062326997143431	13.472418034685868
ppa:PAS_chr2-1_0239	16.098396630075936	16.49039541487183	15.92779938806573	15.551081708169928	15.696985561507017	15.949315205944217	15.769331513513285	15.612459877180012	15.414847144922538	15.474032296829428
ppa:PAS_chr2-1_0819	14.007557724975229	14.444271428744283	No Data	13.852712751466491	15.060672351191911	14.551869814062655	14.122214400529606	14.436835169782494	12.475646238924824	14.13092635272254
ppa:PAS_chr2-1_0238	21.86987007736997	18.55653271653278	20.502366268764973	19.692081113014893	20.56749600398928	21.70280288703504	19.43177749163588	20.359780788054856	20.081873152265704	20.944758075921403
ppa:PAS_chr2-1_0237	14.153210594119344	14.46402742202086	14.658066315279967	15.377867947062388	14.270217465109452	14.253992289084108	14.068818943462707	14.6871208404215	13.968206671387316	13.938852083207571
ppa:PAS_chr2-1_0234	15.551872395000608	17.386446552416018	16.98924064423507	16.333406660933722	15.641017363403124	15.47358970044456	16.95072941615093	16.629180387901055	15.271444077406784	15.529847296114818
ppa:PAS_chr2-1_0233	16.5613071761344	15.10282472428186	15.198573783530383	16.236478049506847	16.340705025559636	16.904280336613837	14.602452969260424	14.553853427455524	15.882193749062136	16.329761033639162
ppa:PAS_chr2-1_0231	15.360360455743708	15.697921176773988	15.751652234116	15.43066935514865	15.676448895156865	15.559776755211177	15.782201494954863	15.645495284864683	15.306453641426156	15.212355519815176
ppa:PAS_chr2-1_0230	14.543779622765973	15.82314912677893	15.579715986145638	14.834828048575014	14.5150650281511	14.55419360336398	15.863537773488794	15.629394754556936	15.246021483693232	14.937499453792649
ppa:PAS_chr2-1_0229	11.816924267809023	14.449336081002274	13.120082961639833	13.241494873799942	13.117953598981485	12.709845283062652	14.272455372625538	13.45328420021312	12.406596495831865	11.465692939570156
ppa:PAS_chr2-1_0227	12.332324662712912	13.970209130006792	13.592818109309984	14.628231143650344	12.970489489522617	15.977462137165736	13.73226474373337	13.238697157643706	13.555053408131563	No Data
ppa:PAS_chr2-1_0225	14.640535224075135	14.500966087225622	14.814042006465163	14.885016066302825	14.793237945901677	14.663219198790214	14.304387253553058	14.366163706327525	14.636944172128317	15.101553040636327
ppa:PAS_chr2-1_0222	16.196008316999713	17.585102143875183	17.225192429978303	17.029963028613288	16.61938457062836	15.888450723922784	17.4164965499747	17.183312956204126	16.667219413683885	16.503311749020536
ppa:PAS_chr2-1_0221	18.937597061482634	17.303946956569128	17.925873938178086	18.54508537089318	18.63151924194386	18.905370844655845	17.56730578279524	18.02924458912352	18.6149775787088	18.64784441196352
ppa:PAS_chr2-1_0220	15.76156959405139	16.138776602855465	15.937135813757498	16.201987922520445	16.025190771927264	15.749506729723402	15.44156634497881	15.836517048758854	15.773373364010812	15.975509436375852
ppa:PAS_chr2-1_0219	16.606751178683822	16.806865032302483	16.4623030583233	16.89059817975547	16.74242272613568	16.823737782039963	16.438291856490995	16.457240710561994	16.378046877742136	16.64557752056893
ppa:PAS_chr2-1_0218	19.40864214386164	16.834959755081496	18.05569418337732	18.03572924316165	19.200814512569178	18.65708430756468	17.503124765433327	16.11189564205829	17.828818096436294	19.011555888835083
ppa:PAS_chr2-1_0217	17.307809491159034	18.29493129203468	17.932028445233698	17.35089346767556	17.301885622342944	17.174937260635726	18.261205271849388	17.924236406668136	17.73267309746515	17.25142317626545
ppa:PAS_chr2-1_0216	15.284331613371176	15.829273971254722	15.248670142500403	15.107346717554549	15.245597676043015	15.863707714412676	15.542003711510224	15.461721235118867	15.223190396661558	15.012587372818944
ppa:PAS_chr2-1_0215	14.782082985032453	14.41735821443393	14.694967182852675	14.766259663295758	14.460858431393294	15.155947707382673	14.076727539246251	14.393288715825191	14.598514289539466	14.469835053610089
ppa:PAS_chr2-1_0817	16.365447935644216	17.124937247839387	16.978057097553013	16.29466379430199	16.12748840717566	15.863794000444988	17.07362725340009	16.826693945459887	16.616970325046946	16.12593193287267
ppa:PAS_chr2-1_0214	16.32171605909448	16.874409204170433	16.45208913149609	16.389782564275283	16.54053011471539	16.409170911060286	16.41579307914433	16.414168295146105	16.37196722954227	16.45323508493045
ppa:PAS_chr2-1_0213	13.549438985236057	13.293375521722874	13.252090505651603	12.55594557380608	13.149214039527624	12.761662514400918	13.020261080923229	12.877593065767806	13.165392835450168	13.33703506610295
ppa:PAS_chr2-1_0212	17.186920795434062	17.52321675305805	17.090460397369228	16.577604581798187	17.245807999986628	17.446399059933004	17.2377187960309	16.715272776037857	16.38196785026109	16.979624319610494
ppa:PAS_chr2-1_0211	11.362439500425136	No Data	10.146937162843214	11.878275290785208	12.972001122418986	12.825184637128665	12.929596049209607	12.635036653001585	12.500658708423872	12.640959682831564
ppa:PAS_chr2-1_0207	16.69247237177589	17.077411476666832	17.41402580065346	17.165356183266702	17.137916254338336	16.99657072106331	17.022739120765742	17.20453413077597	17.068866822313456	16.670976237257864
ppa:PAS_chr2-1_0206	15.620948026465737	16.243569160234728	15.322672381364674	19.157924035866525	16.379525646941655	16.03771166041194	16.167047654213967	15.755826145585042	No Data	15.233049692523226
ppa:PAS_chr2-1_0205	16.91605721004273	16.07296097599887	16.082453303058266	16.599661704383468	16.725065081080725	16.83352634237848	16.058240502446065	16.444035800696266	16.57824552702615	16.797630063120483
ppa:PAS_chr2-1_0203	13.639339162856244	12.834383088631435	14.398750084073283	14.057432885821004	14.022194232403509	13.434532661764877	13.119238782328717	14.8167201171952	13.666386015121702	14.062577006627482
ppa:PAS_chr2-1_0201	15.148014276935037	No Data	14.573969558005391	No Data	15.04364378806526	15.085416375126492	13.313983224583795	14.376658921846632	14.236813913709163	15.629361067300898
ppa:PAS_chr2-1_0197	15.86355573259688	16.983814550739183	17.28287166180001	14.768024564560584	15.70169205481818	15.676711870390704	16.67432202774599	16.71908660251127	15.79593481051957	16.071051325570554
ppa:PAS_chr2-1_0195	13.428172036878198	14.713372249832622	14.78781619505686	13.914244875892129	14.086846485653115	14.2545676119552	14.863608568886912	14.976121463835904	13.854954533966794	13.0374945053367
ppa:PAS_chr2-1_0193	15.16569307225575	15.393187359897167	15.479070715574382	15.05231712994066	15.271759364205504	15.160331243693134	15.261414624178864	15.110249433036438	15.387501084879665	14.802689999757586
ppa:PAS_chr2-1_0192	19.643077572467625	18.52283196676433	19.218251185067537	20.52700658618656	20.587888853980065	20.620284382897434	17.78696681978831	19.173990288826623	19.895467301041126	19.9902300234932
ppa:PAS_chr2-1_0188	19.453061472244087	19.278812551261904	19.373111009097272	19.138585232963827	19.403016315767825	19.518438133904183	19.156417970990685	19.150580147013788	19.492729712158607	19.478021790229104
ppa:PAS_chr2-1_0187	13.578168001964007	15.206958744557642	14.423116679747338	13.835656076306746	14.2247439145036	13.886189993261702	14.907668114532996	14.99874983254893	14.09150076031901	14.22809719194481
ppa:PAS_chr2-1_0186	18.72361022460407	18.34752472771232	18.667411201615487	17.46992123166624	18.32840306748844	18.046418966063168	18.905134203164632	18.119183679013755	18.090378660845147	18.36928755601688
ppa:PAS_chr2-1_0185	No Data	No Data	No Data	No Data	No Data	No Data	11.489133177544923	11.251408872971355	No Data	No Data
ppa:PAS_chr2-1_0184	12.294114623628923	11.925547739520026	13.128930124354484	13.682697822414111	13.205117579462971	13.613227533057856	No Data	12.151152835889452	12.699059386735762	13.45785689939486
ppa:PAS_chr2-1_0183	18.760315700083844	18.51979280010963	18.98705327167672	18.833659422271463	18.995386160857134	18.768333364501498	18.56805236435932	18.765649302493465	18.64063042930124	18.66293452621252
ppa:PAS_chr2-1_0180	15.315638275224044	14.698815923458795	14.812798748708152	15.004596644976557	14.892727901171568	15.258035017730066	14.837662384926135	15.080261770834822	14.75296990844731	14.959442992084677
F2QTS6	17.365653240528648	17.719718128295916	17.309380176961223	17.86912765468257	17.629197178140487	17.629405427582878	17.302342587537105	17.349637455366413	17.899517165116567	17.798305866251347
ppa:PAS_chr2-1_0816	16.303306677401853	16.369956577078256	16.338077076497626	16.42549944493204	16.421828692397504	16.63717994674614	16.323381372795772	16.246527946019846	16.22708560579404	16.380078935867566
F2QTS8	19.754910534915368	18.90906318651051	19.292737973714296	20.234797846941728	20.03398365580176	19.928828364637805	18.86195640124483	19.16544052790145	20.10710738172852	19.97878969780881
ppa:PAS_chr2-1_0178	16.538906340678107	17.165445895120417	17.205991564819367	16.73211410500095	16.65533647566692	16.60979893676732	17.092560213014654	17.147446085732124	16.63695611660962	16.56776626296654
ppa:PAS_chr2-1_0815	18.294203267977064	14.33854693264002	16.791542886777123	17.28397386198106	17.89520073373379	17.848639271600515	15.685965364864412	16.997259176371834	17.51777485821152	17.66597916170844
ppa:PAS_chr2-1_0176	16.03943969278475	No Data	16.713363229179095	16.1989924530631	15.658389543621375	15.837025375625434	14.876429076123156	15.225025871609612	15.462218046866528	14.26296050872894
ppa:PAS_chr2-1_0173	21.214748955482754	19.969560864331505	20.33680290668807	20.56046601871885	21.000603017114585	21.34837737671393	19.804711142446195	20.29982008125506	20.342127988525466	20.852647514626906
ppa:PAS_chr2-1_0172	17.790600060867163	No Data	No Data	No Data	15.51805615412704	17.583853933371408	No Data	No Data	No Data	15.238024915190792
ppa:PAS_chr2-1_0169	16.3611979227449	15.021846330895205	16.003610210477223	16.321185213776324	16.30605487313934	16.515362976106438	15.281220743708774	15.020577151289272	16.574218623665278	16.442608442648535
ppa:PAS_chr2-1_0168	19.14580405996427	19.69097999535704	19.751020332332555	19.333634181461832	18.93033670333316	19.02930104607836	19.743160127674123	19.667135478138345	19.47498625309496	19.156880214019523
ppa:PAS_chr2-1_0814	15.91984860859338	14.947929295901195	14.21210938058906	14.851440434309987	15.150157416605207	15.650897476960536	15.643645832778256	14.049242170859916	14.8473974798333	15.417083501251245
ppa:PAS_chr2-1_0164	14.11467407305758	14.474858427127003	14.198912894224028	13.826513672127346	14.103770749913904	14.026787836917538	14.140547561229436	14.151803786182787	14.055783534359335	13.820966665303834
ppa:PAS_chr2-1_0163	15.01277694373799	16.78550096002004	13.947795027237078	14.453701298678894	14.751493901532095	14.502579814558093	16.34709212985845	14.169691850565984	14.73946151629662	14.861970689681147
ppa:PAS_chr2-1_0162	15.14918426310996	15.444156906184338	15.408125754670005	15.01293546863632	15.124566252942358	15.048761240618266	15.51872398218181	15.168134813021966	14.87755346996716	15.114247996926318
ppa:PAS_chr2-1_0161	19.22849152864267	17.748772668157166	17.880735358037338	18.83265296035604	19.087430305812585	19.26343441068523	17.75703275945728	17.79976747349845	18.85569554088237	19.021350078860205
ppa:PAS_chr2-1_0160	22.54382173929169	23.76988777092477	23.664325640742742	23.564731094851886	23.047645823082213	22.59226140933413	23.64434349254064	23.62071931475973	23.45799074790365	22.99542213365253
ppa:PAS_chr2-1_0159	18.29060374629472	18.84665191052053	18.32178885101377	18.389367970362027	18.28676882464778	18.227609186875643	18.447568583083704	18.1179333132772	18.08880602751981	18.182316602126743
ppa:PAS_chr2-1_0157	15.524881461373708	14.418530405747774	14.89039463724274	15.35367196387563	15.756581364571304	15.777431515013827	13.877942921858727	13.962340833659264	15.78538252126499	14.00213495999095
ppa:PAS_chr2-1_0154	15.50951649289461	15.345863385453722	15.175242524252536	15.493489748219464	15.747925690202404	15.356044615821348	15.139363988919548	15.185699224838483	15.491020613033806	15.018723150091605
ppa:PAS_chr2-1_0153	12.77633533514702	14.17269393852204	11.45178750610661	No Data	12.186106227637485	12.26521842205088	13.682488231470554	No Data	10.891795845504433	13.159134533739907
ppa:PAS_chr2-1_0152	14.590164757547637	No Data	17.233839066515934	14.944903258876565	15.73987309042928	14.73679508048994	14.91340606510538	14.908865255469088	15.424976501598524	16.00103066774743
ppa:PAS_chr2-1_0151	15.61318874395898	16.534038871076532	16.516327274977442	15.941778914434204	16.159601296339975	18.187267942616632	15.176236924870045	15.909423715756423	15.33694533853549	15.296737285705731
ppa:PAS_chr2-1_0150	16.514424159365642	15.757397436295596	15.084508028589648	16.06956055937503	16.18920924809715	17.36963315358418	14.69502922433699	15.825804578906672	15.899207544205712	16.304971230187682
ppa:PAS_chr2-1_0149	15.644224433302073	17.212179604323914	15.326642339864987	15.054928847568496	15.6547879866143	15.645026847747204	16.833676888699234	15.30197951009561	15.684450293507537	15.728094166051791
ppa:PAS_chr2-1_0145	16.541575106688953	17.263244983220975	17.43202787787575	17.04470794834865	16.962439864196014	16.967626981514336	17.358702571052035	17.65343454833933	17.066655523398044	16.792504161251912
ppa:PAS_chr2-1_0141	16.334083930506768	16.228929342183065	16.479010624773952	16.218960039341518	16.244719641352418	16.133058467436467	16.110471043379587	16.264733510729013	16.23517749872664	16.16666251164238
ppa:PAS_chr2-1_0139	15.568470044754005	16.768904338993813	16.668055578240924	16.147976094048605	15.704968815925708	15.405478838426829	16.901562699242803	16.632220459010433	16.157789610420956	15.751031981854108
ppa:PAS_chr2-1_0137	16.29931228305996	16.536081532102244	16.1381608480208	16.23305247276698	15.998605234635312	16.021242978526768	16.024503430870865	16.085380227311447	15.89397470376392	16.05503678715674
ppa:PAS_chr2-1_0136	17.60024425901121	19.79051942592168	18.72805720349401	17.869725237517667	17.771123198352015	17.93018932496207	19.041047983180537	18.65649305800836	17.82080612138245	17.610521376525394
ppa:PAS_chr2-1_0132	14.971158743870852	16.68251266388456	16.08400496524975	15.285075079592394	15.099175703354422	15.150255517212646	16.297403857408394	15.943889353294574	15.10943136270494	14.834894963924956
ppa:PAS_chr2-1_0131	14.597616021618304	No Data	13.730355075291511	14.088030717350906	14.03286431473058	14.666278948150024	12.893422728870004	13.784521427705815	14.09465166184038	13.659586579438487
ppa:PAS_chr2-1_0125	18.987331418208267	19.5906391282662	19.46687430832866	19.03749567833	19.10401095990483	19.04725324247213	19.511926944121804	19.39032734173302	19.023929945325428	19.00801393401268
ppa:PAS_chr2-1_0123	15.450283089861902	15.633056634795665	15.73292995432869	15.572057275102182	15.526744459258722	15.488161313377203	15.786306025963707	15.759063662381172	15.615298480295062	15.639295879896071
ppa:PAS_chr2-1_0122	17.922045537240304	17.646116554081527	17.775953017067227	17.897871023145292	17.842109658535186	18.029823884172803	17.57168148025423	17.62404018138263	17.74717934788073	17.971640288550553
ppa:PAS_chr2-1_0121	18.421322653211625	18.50051429434756	18.349206705735625	18.397114339569807	18.47540961893146	18.49871860885745	18.40835202974925	18.579594694299907	18.62949736798452	18.58009751714697
ppa:PAS_chr2-1_0120	20.29637951682048	20.36289119258229	20.38855129992757	19.96892083005336	20.09548507522268	20.211495928177232	20.37021459839328	20.37768184620089	20.02299100703804	20.13674037563398
ppa:PAS_chr2-1_0119	14.66805644414489	16.57202152789647	16.158086963680606	16.235162887342575	15.820123050228547	15.679721264461229	16.01948994499255	15.277958194352532	15.448984745210854	15.640746476306177
ppa:PAS_chr2-1_0118	15.798167209982145	15.00933436500554	15.22917306881512	15.876699789859735	16.269444042264094	16.314140100296598	14.973525974857676	15.126802763579208	15.082207202048622	15.881554449141683
ppa:PAS_chr2-1_0117	15.004070241783072	13.441516449217254	16.63926297514426	13.836196110706332	14.648436802008614	15.17752264547823	13.38717880959076	14.358264457662056	13.241702887608556	14.1961962730431
ppa:PAS_chr2-1_0114	16.979061327860226	16.38801281686958	16.202058042616734	16.59545645976932	16.83672217283778	16.777715837680322	15.282180378818696	15.978080758157963	16.751438838580736	16.889505355953514
ppa:PAS_chr2-1_0113	17.844607602839613	18.19043252371968	18.040406454141205	17.476888320988284	17.30115118978784	17.724007915871155	18.03412273556476	17.80162331045889	17.54705466892574	17.57846840277376
ppa:PAS_chr2-1_0112	16.16828496028651	17.417938507671437	17.070790171949007	16.697358947085814	16.525723907009404	16.386054687566933	17.048483548016183	18.40847655661957	16.531266627313663	16.172445516338705
ppa:PAS_chr2-1_0111	16.085312305872925	16.35819495898929	16.614285904266445	16.834772894108884	15.825173280043508	16.003497495872665	16.078682298808722	16.323098752859845	16.429878803169824	15.795252940364618
ppa:PAS_chr2-1_0110	19.898285479879046	17.315565034109675	18.247235361662387	19.45747030923625	19.59618281638334	19.92229457654604	17.205042833615412	18.12441890111881	19.52648371747308	19.68668998285323
ppa:PAS_chr2-1_0810	17.22034304616907	No Data	No Data	17.098522890674353	16.648224258756084	17.39510301281681	15.965303335509075	16.876707938586037	17.248132284989172	17.113515016827726
ppa:PAS_chr2-1_0109	No Data	16.420588895771704	15.764737578793444	15.066419687852685	14.844921696364011	14.57287794464804	16.44237393504053	15.914435774365115	15.16811338400357	14.752555725234693
ppa:PAS_chr2-1_0108	15.826708005638892	15.638569040114456	15.724921909017436	15.545628877818196	15.839243393130069	16.0217130085216	15.795806922495515	15.56925578196072	15.611833956772598	15.735388167149218
ppa:PAS_chr2-1_0107	16.907870976293413	14.95555165134275	15.419876233812252	16.390885948222138	16.504654018786894	16.905331361191113	14.766490996884936	15.807818512792014	16.051764386242883	16.599164520067035
ppa:PAS_chr2-1_0105	17.062242003814937	18.33705058745285	18.18826571439698	17.399081001440827	17.36257514330943	16.754154746452947	18.58866077229078	18.012655737146225	17.474724525632833	17.103089750853986
ppa:PAS_chr2-1_0809	22.18471647183616	20.985816145481063	21.16172776615921	21.674054304939634	21.713468326782227	22.16673069273744	21.16090392142264	21.08946502892792	21.77983535483222	21.93426091970311
ppa:PAS_chr2-1_0103	12.13485337133228	13.63494871971706	13.6141704056839	No Data	12.127430941526391	12.529401241860768	13.773559294254955	13.5226999308979	13.064019725902504	12.413705394789448
ppa:PAS_chr2-1_0102	15.139803161812251	14.645394022965723	12.38006770301407	No Data	14.152971632526343	13.161568478012123	13.463255692839512	11.898374889465074	12.641623807247214	13.953205794190817
ppa:PAS_chr2-1_0101	15.952861018499298	15.538182299775483	15.8953906552718	16.00522122094138	16.1629356925011	15.45544938847109	15.825537341746283	15.565326412569654	16.21033483739546	16.009680854851965
ppa:PAS_chr2-1_0100	17.756757562784884	16.82167833440196	No Data	18.143590296042884	17.852820838131148	18.609254501887243	16.954550440224466	18.24376961294396	17.64473086223304	17.98013033618141
ppa:PAS_chr2-1_0097	20.475313005466337	21.36636183850442	20.992116052482565	20.53585355264541	20.474636653758225	20.309848787931283	21.24848195137285	20.797946637957843	20.461512170944417	20.43721881814269
ppa:PAS_chr2-1_0096	18.28725794358037	19.50905069300486	19.09343803655372	18.64297052377268	18.4702670097045	18.14169165788089	19.285571545688978	18.9005676106182	18.4954096822116	18.438496317457137
ppa:PAS_chr2-1_0095	16.215901021710586	16.82949193480723	16.587686540336733	16.73493666467455	16.415717014662636	16.40420112291604	16.684214734309517	16.494849604297592	16.266958495229417	16.43299701365895
ppa:PAS_chr2-1_0094	14.970853594673033	15.459748532217654	13.676394551008356	No Data	14.769869918332777	15.259575475178876	14.93207090040884	13.718815878882811	12.901241177867288	15.07256704760334
ppa:PAS_chr2-1_0093	20.112742855390792	19.029366432267864	19.09623660211617	19.19710178185612	19.43026507141596	19.86293194798493	18.898633490955387	19.14002652197005	19.17695728863873	19.61525716457016
ppa:PAS_chr2-1_0090	No Data	14.740129389460538	13.374770068938728	14.16684881460311	14.773206328316189	13.246111537658011	14.365152875512395	13.767356146855494	13.355173765374678	No Data
ppa:PAS_chr2-1_0089	20.37288099760234	20.607582716338563	20.82965451494824	20.6610342207718	20.624727196193827	20.42094297519	20.613087887420832	20.60998622896956	20.693408471455605	20.48207613219004
ppa:PAS_chr2-1_0087	17.210770467406785	18.445216208941307	18.004258362959526	17.78758536672696	17.589668746002577	17.366114736134627	17.844685941100906	17.82119211708342	17.607968346461295	17.91974888354547
ppa:PAS_chr2-1_0086	21.01474193308524	21.95920116862692	21.886224421231315	21.56872527946052	21.267381790546946	20.824513250720127	20.28974298016796	21.50533159186973	20.343812878612507	20.97637786280175
ppa:PAS_chr2-1_0085	16.9440202314026	17.128106529836213	16.97160564725894	16.762632647051916	16.53817957579577	16.729077064127313	17.10741871809584	16.89329486421168	16.737459340650606	17.022235046896725
ppa:PAS_chr2-1_0083	13.381819499595752	12.105297586756388	12.914521086500294	12.85182603993998	No Data	12.626203761676992	12.661484115923727	12.950256594290591	13.006622276318769	No Data
ppa:PAS_chr2-1_0082	13.492416416788757	14.356654126845436	12.696276711694612	11.823625745154274	13.698656029008474	13.714114372477384	13.941093111217594	13.08605294694713	12.887819303220397	13.73654324615026
ppa:PAS_chr2-1_0080	16.808117831896155	16.26588726919654	16.296908507285693	16.71504313939394	16.74403373037827	17.185186981998754	16.19177357215357	16.338399353896715	16.637359737702194	16.751756315554996
ppa:PAS_chr2-1_0079	19.34518512597429	19.81174000004092	19.62040297300122	19.008826952363435	19.14344269473497	19.368367111884485	19.66278603104308	19.46686124262712	19.24163132260556	19.274419531803733
ppa:PAS_chr2-1_0076	17.32366256317066	16.66697658290163	16.819917208471946	16.878263034169425	17.027165772605414	17.280015450263015	16.812097475808017	16.66698210716055	16.747202299102355	16.943386649533746
ppa:PAS_chr2-1_0072	15.489387281476947	18.659304455999152	15.650940413256754	16.355264651941322	15.330815009514597	16.145492969173567	17.741024276929412	14.45033192813474	15.923903673402783	15.469936008078172
ppa:PAS_chr2-1_0070	15.179155566555616	No Data	No Data	13.9524391980685	14.437414287127872	14.917662349874252	11.831716144357877	No Data	13.855505928780303	14.928161321567044
ppa:PAS_chr2-1_0069	17.240309641206427	16.014611357526753	16.553806096351696	16.481206076797527	16.800211583031157	17.175773991876238	16.550544009550183	16.60472242976087	16.550941784937233	16.89750944137862
ppa:PAS_chr2-1_0068	No Data	14.70242160722855	14.005317180110346	No Data	No Data	No Data	14.29317286197274	14.161772043910164	No Data	No Data
ppa:PAS_chr2-1_0067	17.037922584548618	17.76665042156515	17.120641307989807	17.514333735913514	17.617380920940946	17.615617290117438	17.154962079709065	17.14293531685365	17.361572101151374	17.456894928391556
